source,direction,mcs_table,mcs_index,prb_count,sinr_db,tbler,tbs_bits,code_block_size_bits,code_block_count
sionna,PDSCH,Table 2,3,100,4.473684210526315,0.0,10504,5632,2
sionna,PDSCH,Table 2,3,100,6.052631578947368,0.0,10504,5632,2
sionna,PDSCH,Table 2,3,100,7.631578947368421,0.0,10504,5632,2
sionna,PDSCH,Table 2,3,100,9.210526315789474,0.0,10504,5632,2
sionna,PDSCH,Table 2,3,100,10.789473684210527,0.0,10504,5632,2
sionna,PDSCH,Table 2,3,100,12.368421052631579,0.0,10504,5632,2
sionna,PDSCH,Table 2,3,100,13.94736842105263,0.0,10504,5632,2
sionna,PDSCH,Table 2,3,100,15.526315789473685,0.0,10504,5632,2
sionna,PDSCH,Table 2,3,100,17.105263157894736,0.0,10504,5632,2
sionna,PDSCH,Table 2,3,100,18.68421052631579,0.0,10504,5632,2
sionna,PDSCH,Table 2,3,100,20.263157894736842,0.0,10504,5632,2
sionna,PDSCH,Table 2,3,100,21.842105263157894,0.0,10504,5632,2
sionna,PDSCH,Table 2,3,100,23.42105263157895,0.0,10504,5632,2
sionna,PDSCH,Table 2,3,100,25.0,0.0,10504,5632,2
sionna,PDSCH,Table 2,3,200,-5.0,1.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,-3.4210526315789473,1.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,-1.8421052631578947,1.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,-0.2631578947368425,0.9999999953703836,21000,7040,3
sionna,PDSCH,Table 2,3,200,1.3157894736842106,0.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,2.8947368421052637,0.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,4.473684210526315,0.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,6.052631578947368,0.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,7.631578947368421,0.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,9.210526315789474,0.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,10.789473684210527,0.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,12.368421052631579,0.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,13.94736842105263,0.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,15.526315789473685,0.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,17.105263157894736,0.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,18.68421052631579,0.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,20.263157894736842,0.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,21.842105263157894,0.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,23.42105263157895,0.0,21000,7040,3
sionna,PDSCH,Table 2,3,200,25.0,0.0,21000,7040,3
sionna,PDSCH,Table 2,4,10,-5.0,1.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,-3.4210526315789473,1.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,-1.8421052631578947,1.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,-0.2631578947368425,1.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,1.3157894736842106,1.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,2.8947368421052637,0.0007466666586697368,1416,1440,1
sionna,PDSCH,Table 2,4,10,4.473684210526315,0.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,6.052631578947368,0.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,7.631578947368421,0.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,9.210526315789474,0.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,10.789473684210527,0.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,12.368421052631579,0.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,13.94736842105263,0.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,15.526315789473685,0.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,17.105263157894736,0.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,18.68421052631579,0.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,20.263157894736842,0.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,21.842105263157894,0.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,23.42105263157895,0.0,1416,1440,1
sionna,PDSCH,Table 2,4,10,25.0,0.0,1416,1440,1
sionna,PDSCH,Table 2,4,100,-5.0,1.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,-3.4210526315789473,1.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,-1.8421052631578947,1.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,-0.2631578947368425,1.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,1.3157894736842106,1.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,2.8947368421052637,0.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,4.473684210526315,0.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,6.052631578947368,0.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,7.631578947368421,0.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,9.210526315789474,0.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,10.789473684210527,0.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,12.368421052631579,0.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,13.94736842105263,0.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,15.526315789473685,0.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,17.105263157894736,0.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,18.68421052631579,0.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,20.263157894736842,0.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,21.842105263157894,0.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,23.42105263157895,0.0,14088,7744,2
sionna,PDSCH,Table 2,4,100,25.0,0.0,14088,7744,2
sionna,PDSCH,Table 2,4,200,-5.0,1.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,-3.4210526315789473,1.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,-1.8421052631578947,1.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,-0.2631578947368425,1.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,1.3157894736842106,1.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,2.8947368421052637,0.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,4.473684210526315,0.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,6.052631578947368,0.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,7.631578947368421,0.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,9.210526315789474,0.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,10.789473684210527,0.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,12.368421052631579,0.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,13.94736842105263,0.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,15.526315789473685,0.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,17.105263157894736,0.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,18.68421052631579,0.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,20.263157894736842,0.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,21.842105263157894,0.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,23.42105263157895,0.0,28168,7744,4
sionna,PDSCH,Table 2,4,200,25.0,0.0,28168,7744,4
sionna,PDSCH,Table 2,5,10,-5.0,1.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,-3.4210526315789473,1.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,-1.8421052631578947,1.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,-0.2631578947368425,1.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,1.3157894736842106,1.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,2.8947368421052637,1.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,4.473684210526315,0.009800000451505197,1800,1920,1
sionna,PDSCH,Table 2,5,10,6.052631578947368,0.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,7.631578947368421,0.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,9.210526315789474,0.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,10.789473684210527,0.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,12.368421052631579,0.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,13.94736842105263,0.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,15.526315789473685,0.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,17.105263157894736,0.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,18.68421052631579,0.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,20.263157894736842,0.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,21.842105263157894,0.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,23.42105263157895,0.0,1800,1920,1
sionna,PDSCH,Table 2,5,10,25.0,0.0,1800,1920,1
sionna,PDSCH,Table 2,5,100,-5.0,1.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,-3.4210526315789473,1.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,-1.8421052631578947,1.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,-0.2631578947368425,1.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,1.3157894736842106,1.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,2.8947368421052637,1.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,4.473684210526315,0.024792246652581618,17928,6336,3
sionna,PDSCH,Table 2,5,100,6.052631578947368,0.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,7.631578947368421,0.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,9.210526315789474,0.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,10.789473684210527,0.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,12.368421052631579,0.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,13.94736842105263,0.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,15.526315789473685,0.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,17.105263157894736,0.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,18.68421052631579,0.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,20.263157894736842,0.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,21.842105263157894,0.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,23.42105263157895,0.0,17928,6336,3
sionna,PDSCH,Table 2,5,100,25.0,0.0,17928,6336,3
sionna,PDSCH,Table 2,5,200,-5.0,1.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,-3.4210526315789473,1.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,-1.8421052631578947,1.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,-0.2631578947368425,1.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,1.3157894736842106,1.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,2.8947368421052637,1.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,4.473684210526315,0.0409779872883429,35856,7744,5
sionna,PDSCH,Table 2,5,200,6.052631578947368,0.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,7.631578947368421,0.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,9.210526315789474,0.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,10.789473684210527,0.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,12.368421052631579,0.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,13.94736842105263,0.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,15.526315789473685,0.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,17.105263157894736,0.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,18.68421052631579,0.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,20.263157894736842,0.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,21.842105263157894,0.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,23.42105263157895,0.0,35856,7744,5
sionna,PDSCH,Table 2,5,200,25.0,0.0,35856,7744,5
sionna,PDSCH,Table 2,6,10,-5.0,1.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,-3.4210526315789473,1.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,-1.8421052631578947,1.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,-0.2631578947368425,1.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,1.3157894736842106,1.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,2.8947368421052637,1.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,4.473684210526315,0.9633333086967468,2088,2240,1
sionna,PDSCH,Table 2,6,10,6.052631578947368,0.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,7.631578947368421,0.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,9.210526315789474,0.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,10.789473684210527,0.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,12.368421052631579,0.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,13.94736842105263,0.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,15.526315789473685,0.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,17.105263157894736,0.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,18.68421052631579,0.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,20.263157894736842,0.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,21.842105263157894,0.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,23.42105263157895,0.0,2088,2240,1
sionna,PDSCH,Table 2,6,10,25.0,0.0,2088,2240,1
sionna,PDSCH,Table 2,6,100,-5.0,1.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,-3.4210526315789473,1.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,-1.8421052631578947,1.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,-0.2631578947368425,1.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,1.3157894736842106,1.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,2.8947368421052637,1.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,4.473684210526315,0.999950703604336,20496,7040,3
sionna,PDSCH,Table 2,6,100,6.052631578947368,0.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,7.631578947368421,0.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,9.210526315789474,0.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,10.789473684210527,0.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,12.368421052631579,0.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,13.94736842105263,0.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,15.526315789473685,0.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,17.105263157894736,0.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,18.68421052631579,0.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,20.263157894736842,0.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,21.842105263157894,0.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,23.42105263157895,0.0,20496,7040,3
sionna,PDSCH,Table 2,6,100,25.0,0.0,20496,7040,3
sionna,PDSCH,Table 2,6,200,-5.0,1.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,-3.4210526315789473,1.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,-1.8421052631578947,1.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,-0.2631578947368425,1.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,1.3157894736842106,1.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,2.8947368421052637,1.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,4.473684210526315,0.9999999337236457,40976,8448,5
sionna,PDSCH,Table 2,6,200,6.052631578947368,0.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,7.631578947368421,0.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,9.210526315789474,0.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,10.789473684210527,0.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,12.368421052631579,0.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,13.94736842105263,0.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,15.526315789473685,0.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,17.105263157894736,0.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,18.68421052631579,0.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,20.263157894736842,0.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,21.842105263157894,0.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,23.42105263157895,0.0,40976,8448,5
sionna,PDSCH,Table 2,6,200,25.0,0.0,40976,8448,5
sionna,PDSCH,Table 2,7,10,-5.0,1.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,-3.4210526315789473,1.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,-1.8421052631578947,1.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,-0.2631578947368425,1.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,1.3157894736842106,1.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,2.8947368421052637,1.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,4.473684210526315,1.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,6.052631578947368,0.10000000149011612,2280,2400,1
sionna,PDSCH,Table 2,7,10,7.631578947368421,0.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,9.210526315789474,0.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,10.789473684210527,0.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,12.368421052631579,0.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,13.94736842105263,0.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,15.526315789473685,0.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,17.105263157894736,0.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,18.68421052631579,0.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,20.263157894736842,0.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,21.842105263157894,0.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,23.42105263157895,0.0,2280,2400,1
sionna,PDSCH,Table 2,7,10,25.0,0.0,2280,2400,1
sionna,PDSCH,Table 2,7,100,-5.0,1.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,-3.4210526315789473,1.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,-1.8421052631578947,1.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,-0.2631578947368425,1.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,1.3157894736842106,1.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,2.8947368421052637,1.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,4.473684210526315,1.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,6.052631578947368,0.2710000036209822,23040,7744,3
sionna,PDSCH,Table 2,7,100,7.631578947368421,0.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,9.210526315789474,0.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,10.789473684210527,0.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,12.368421052631579,0.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,13.94736842105263,0.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,15.526315789473685,0.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,17.105263157894736,0.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,18.68421052631579,0.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,20.263157894736842,0.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,21.842105263157894,0.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,23.42105263157895,0.0,23040,7744,3
sionna,PDSCH,Table 2,7,100,25.0,0.0,23040,7744,3
sionna,PDSCH,Table 2,7,200,-5.0,1.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,-3.4210526315789473,1.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,-1.8421052631578947,1.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,-0.2631578947368425,1.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,1.3157894736842106,1.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,2.8947368421052637,1.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,4.473684210526315,1.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,6.052631578947368,0.468559005279392,46104,7744,6
sionna,PDSCH,Table 2,7,200,7.631578947368421,0.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,9.210526315789474,0.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,10.789473684210527,0.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,12.368421052631579,0.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,13.94736842105263,0.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,15.526315789473685,0.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,17.105263157894736,0.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,18.68421052631579,0.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,20.263157894736842,0.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,21.842105263157894,0.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,23.42105263157895,0.0,46104,7744,6
sionna,PDSCH,Table 2,7,200,25.0,0.0,46104,7744,6
sionna,PDSCH,Table 2,8,10,-5.0,1.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,-3.4210526315789473,1.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,-1.8421052631578947,1.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,-0.2631578947368425,1.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,1.3157894736842106,1.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,2.8947368421052637,1.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,4.473684210526315,1.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,6.052631578947368,1.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,7.631578947368421,0.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,9.210526315789474,0.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,10.789473684210527,0.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,12.368421052631579,0.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,13.94736842105263,0.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,15.526315789473685,0.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,17.105263157894736,0.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,18.68421052631579,0.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,20.263157894736842,0.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,21.842105263157894,0.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,23.42105263157895,0.0,2600,2880,1
sionna,PDSCH,Table 2,8,10,25.0,0.0,2600,2880,1
sionna,PDSCH,Table 2,8,100,-5.0,1.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,-3.4210526315789473,1.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,-1.8421052631578947,1.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,-0.2631578947368425,1.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,1.3157894736842106,1.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,2.8947368421052637,1.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,4.473684210526315,1.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,6.052631578947368,1.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,7.631578947368421,0.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,9.210526315789474,0.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,10.789473684210527,0.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,12.368421052631579,0.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,13.94736842105263,0.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,15.526315789473685,0.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,17.105263157894736,0.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,18.68421052631579,0.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,20.263157894736842,0.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,21.842105263157894,0.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,23.42105263157895,0.0,26120,7040,4
sionna,PDSCH,Table 2,8,100,25.0,0.0,26120,7040,4
sionna,PDSCH,Table 2,8,200,-5.0,1.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,-3.4210526315789473,1.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,-1.8421052631578947,1.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,-0.2631578947368425,1.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,1.3157894736842106,1.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,2.8947368421052637,1.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,4.473684210526315,1.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,6.052631578947368,1.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,7.631578947368421,0.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,9.210526315789474,0.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,10.789473684210527,0.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,12.368421052631579,0.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,13.94736842105263,0.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,15.526315789473685,0.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,17.105263157894736,0.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,18.68421052631579,0.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,20.263157894736842,0.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,21.842105263157894,0.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,23.42105263157895,0.0,52224,7744,7
sionna,PDSCH,Table 2,8,200,25.0,0.0,52224,7744,7
sionna,PDSCH,Table 2,9,10,-5.0,1.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,-3.4210526315789473,1.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,-1.8421052631578947,1.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,-0.2631578947368425,1.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,1.3157894736842106,1.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,2.8947368421052637,1.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,4.473684210526315,1.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,6.052631578947368,1.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,7.631578947368421,0.6850000023841858,2976,3200,1
sionna,PDSCH,Table 2,9,10,9.210526315789474,0.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,10.789473684210527,0.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,12.368421052631579,0.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,13.94736842105263,0.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,15.526315789473685,0.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,17.105263157894736,0.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,18.68421052631579,0.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,20.263157894736842,0.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,21.842105263157894,0.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,23.42105263157895,0.0,2976,3200,1
sionna,PDSCH,Table 2,9,10,25.0,0.0,2976,3200,1
sionna,PDSCH,Table 2,9,100,-5.0,1.0,28680,7744,4
